lat_sweref	lat_wgs84	lon_sweref	lon_wgs84
6779123	61.1029	685261	18.4375
6779123	61.0981	695261	18.6226
6779123	61.093	705261	18.8077
6779123	61.0876	715261	18.9927
6779123	61.082	725261	19.1776
6779123	61.0762	735261	19.3624
6779123	61.0701	745261	19.5472
6779123	61.0637	755261	19.7319
6779123	61.0571	765261	19.9164
6779123	61.0503	775261	20.1009
6779123	61.0431	785261	20.2853
6779123	61.0358	795261	20.4696
6779123	61.0282	805261	20.6538
6779123	61.0203	815261	20.838
6779123	61.0122	825261	21.0219
6779123	60.4866	1225261	28.2586
6769123	61.04	615261	17.134
6769123	61.0369	625261	17.3189
6769123	61.0336	635261	17.5039
6769123	61.0301	645261	17.6888
6769123	61.0262	655261	17.8736
6769123	61.0222	665261	18.0584
6769123	61.0179	675261	18.2431
6769123	61.0133	685261	18.4278
6769123	61.0085	695261	18.6124
6769123	61.0034	705261	18.7969
6769123	60.9981	715261	18.9814
6769123	60.9925	725261	19.1658
6769123	60.9867	735261	19.3501
6769123	60.9806	745261	19.5344
6769123	60.9742	755261	19.7185
6769123	60.9677	765261	19.9026
6769123	60.9608	775261	20.0866
6769123	60.9537	785261	20.2705
6769123	60.9464	795261	20.4543
6769123	60.9388	805261	20.638
6769123	60.931000000000004	815261	20.8215
6769123	60.9229	825261	21.005
6769123	60.4169	1215261	28.0456
6769123	60.3992	1225261	28.2224
6769123	60.3812	1235261	28.3989
6759123	60.9502	615261	17.128
6759123	60.9472	625261	17.3124
6759123	60.9439	635261	17.4968
6759123	60.9404	645261	17.6812
6759123	60.9366	655261	17.8655
6759123	60.9325	665261	18.0498
6759123	60.9282	675261	18.234
6759123	60.9237	685261	18.4181
6759123	60.9189	695261	18.6022
6759123	60.9138	705261	18.7863
6759123	60.9085	715261	18.9702
6759123	60.9029	725261	19.1541
6759123	60.8971	735261	19.3379
6759123	60.8911	745261	19.5216
6759123	60.8848	755261	19.7053
6759123	60.8782	765261	19.8888
6759123	60.8714	775261	20.0723
6759123	60.8643	785261	20.2557
6759123	60.857	795261	20.439
6759123	60.8495	805261	20.6222
6759123	60.8417	815261	20.8052
6759123	60.8336	825261	20.9882
6759123	60.3979	1175261	27.3026
6759123	60.3811	1185261	27.4798
